id	x	y	status	Site	Desert
606	6.668	15.737	Dead	Burned	Sonora
607	9.304	14.380	Dead	Burned	Sonora
608	7.739	10.938	Dead	Burned	Sonora
609	4.932	1.379	Dead	Burned	Sonora
610	9.422	4.865	Dead	Burned	Sonora
611	13.973	1.476	Dead	Burned	Sonora
612	14.997	3.706	Dead	Burned	Sonora
613	13.450	10.084	Dead	Burned	Sonora
614	18.050	10.904	Dead	Burned	Sonora
615	19.434	2.821	Dead	Burned	Sonora
616	21.033	5.778	Dead	Burned	Sonora
617	25.931	9.676	Dead	Burned	Sonora
618	29.288	13.456	Dead	Burned	Sonora
619	32.368	12.889	Dead	Burned	Sonora
620	31.387	10.066	Dead	Burned	Sonora
621	31.426	7.969	Dead	Burned	Sonora
622	30.619	6.471	Dead	Burned	Sonora
623	33.376	4.655	Dead	Burned	Sonora
624	34.144	1.935	Dead	Burned	Sonora
625	39.038	6.596	Dead	Burned	Sonora
626	41.246	6.976	Dead	Burned	Sonora
627	42.820	4.102	Dead	Burned	Sonora
628	44.567	4.192	Dead	Burned	Sonora
629	46.503	3.639	Dead	Burned	Sonora
630	46.680	1.775	Dead	Burned	Sonora
631	59.100	9.041	Dead	Burned	Sonora
632	62.197	10.285	Dead	Burned	Sonora
633	62.093	6.605	Dead	Burned	Sonora
634	61.437	4.921	Dead	Burned	Sonora
635	64.952	2.555	Dead	Burned	Sonora
636	68.080	1.800	Dead	Burned	Sonora
637	67.172	4.638	Dead	Burned	Sonora
638	71.046	4.291	Dead	Burned	Sonora
639	78.251	1.393	Dead	Burned	Sonora
640	81.986	12.286	Dead	Burned	Sonora
